DATE,SHARE_CODE,ISSUER_NAME,INVESTOR_NAME,TOTAL_HOLDING_SHARES,PERCENTAGE,LOCAL_FOREIGN,INVESTOR_TYPE
27-Feb-2026,MYOH,SAMINDO RESOURCES Tbk,ENER-MINE GLOBAL CO.LTD,71.579.750,"3,24",A,CP
27-Feb-2026,MYOH,SAMINDO RESOURCES Tbk,REKSA DANA SUCORINVEST SHARIA EQUITY FUND,50.463.500,"2,29",L,MF
27-Feb-2026,MYOH,SAMINDO RESOURCES Tbk,ENGKI WIBOWO,42.222.500,"1,91",L,ID
27-Feb-2026,MYOH,SAMINDO RESOURCES Tbk,REKSA DANA SUCORINVEST EQUITY FUND,42.245.800,"1,91",L,MF
27-Feb-2026,MYOH,SAMINDO RESOURCES Tbk,JENNY QUANTERO,34.796.250,"1,58",L,ID
27-Feb-2026,MYOH,SAMINDO RESOURCES Tbk,REKSA DANA SUCORINVEST DANA SEHAT BERIMBANG,22.201.400,"1,01",L,MF
27-Feb-2026,MYOR,MAYORA INDAH Tbk,UNITA BRANINDO,7.363.121.900,"32,93",,
27-Feb-2026,MYOR,MAYORA INDAH Tbk,MAYORA DHANA UTAMA,5.844.349.525,"26,14",,
27-Feb-2026,MYOR,MAYORA INDAH Tbk,JOGI HENDRA ATMADJA,5.638.834.400,"25,22",,
27-Feb-2026,MYOR,MAYORA INDAH Tbk,GOVERNMENT OF NORWAY,348.466.675,"1,56",A,OT
27-Feb-2026,MYOR,MAYORA INDAH Tbk,PT PRUDENTIAL LIFE ASSURANCE,274.736.925,"1,23",L,IS
27-Feb-2026,MYOR,MAYORA INDAH Tbk,FIDELITY FUNDS,276.085.800,"1,23",A,MF
27-Feb-2026,MYTX,ASIA PACIFIC INVESTAMA Tbk,INDAH JAYA INVESTAMA PT,5.662.429.162,"73,09",L,CP
27-Feb-2026,MYTX,ASIA PACIFIC INVESTAMA Tbk,PRIMA GRAHA HIBURAN PT,1.434.131.954,"18,51",L,CP
27-Feb-2026,MYTX,ASIA PACIFIC INVESTAMA Tbk,MOESAROPAH LIEM,151.945.640,"1,96",L,ID
27-Feb-2026,NAIK,ADIWARNA ANUGERAH ABADI Tbk,PT ADIWARNA ANUGERAH INVESTAMA,1.814.383.600,"54,53",L,CP
27-Feb-2026,NAIK,ADIWARNA ANUGERAH ABADI Tbk,ERNAWATI,342.808.200,"10,30",L,ID
27-Feb-2026,NAIK,ADIWARNA ANUGERAH ABADI Tbk,JOHANNES,322.808.200,"9,70",L,ID
27-Feb-2026,NANO,NANOTECH INDONESIA GLOBAL Tbk,"NANOTECH INVESTAMA SEDAYA, PT",2.035.727.987,"47,50",L,CP
27-Feb-2026,NANO,NANOTECH INDONESIA GLOBAL Tbk,PT SOFTBANK VENTURA INDONESIA,225.000.000,"5,25",L,CP
27-Feb-2026,NANO,NANOTECH INDONESIA GLOBAL Tbk,ADITYA ANANTA,178.660.013,"4,17",L,ID
27-Feb-2026,NANO,NANOTECH INDONESIA GLOBAL Tbk,LDA CAPITAL LIMITED,150.000.000,"3,50",A,CP
27-Feb-2026,NANO,NANOTECH INDONESIA GLOBAL Tbk,ASSYAFFA WAFIQAH,106.742.500,"2,49",L,ID
27-Feb-2026,NANO,NANOTECH INDONESIA GLOBAL Tbk,SIAUW YUNUS SUBANDI,71.634.600,"1,67",L,ID
27-Feb-2026,NANO,NANOTECH INDONESIA GLOBAL Tbk,PT ALIBABA INVESTAMA INDONESIA,67.585.800,"1,58",L,CP
27-Feb-2026,NANO,NANOTECH INDONESIA GLOBAL Tbk,RUMAISHA NAILA IZZATI,59.001.100,"1,38",L,ID
27-Feb-2026,NANO,NANOTECH INDONESIA GLOBAL Tbk,TEDDY KURNIAWAN,49.987.100,"1,17",L,ID
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,PT Sinar Cemerlang Jayaraya,4.700.600.000,"42,71",L,CP
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,"CAPITAL GLOBAL FINANCIAL, PT",547.410.000,"4,97",L,CP
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,REKSA DANA GEMILANG DANA SAHAM INDONESIA,540.446.700,"4,91",L,MF
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,DANNY NUGROHO,478.149.000,"4,34",L,ID
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,PT ABADI USAHA JAYARAYA,431.775.000,"3,92",L,CP
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,REKSA DANA FOSTER EQUITY FUND,403.310.000,"3,66",L,MF
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,PT.Pacific Indocorpora Indonesia,331.028.600,"3,01",L,CP
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,PT INIGO GLOBAL CAPITAL,327.000.000,"2,97",L,CP
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,PT. Sejahtera Mahkota Persada,325.935.000,"2,96",L,CP
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,Rudy Purnomo,304.500.000,"2,77",L,ID
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,258.823.128,"2,35",L,IS
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,PT TIRTA CITRA SOLUSI,215.000.000,"1,95",L,CP
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,PT NILA BANYU PERMAI,204.400.000,"1,86",L,CP
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,"ZED UTAMA PERSADA, PT",167.405.100,"1,52",L,CP
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,PT PACIFIC CAPITAL INVESTMENT,115.935.000,"1,05",L,SC
27-Feb-2026,NASA,ANDALAN PERKASA ABADI Tbk,REKSA DANA EMCO MANTAP,113.529.200,"1,03",L,MF
27-Feb-2026,NASI,WAHANA INTI MAKMUR Tbk,PIERO MUSTAFA,341.016.000,"42,24",L,ID
27-Feb-2026,NASI,WAHANA INTI MAKMUR Tbk,PT. MODIS CIPTA KREASI,216.080.000,"26,76",L,CP
27-Feb-2026,NASI,WAHANA INTI MAKMUR Tbk,WAHANA KREASI INVESTAMA,18.288.000,"2,27",L,CP
27-Feb-2026,NASI,WAHANA INTI MAKMUR Tbk,HARTARTO CIPUTRA,14.000.000,"1,73",L,ID
27-Feb-2026,NASI,WAHANA INTI MAKMUR Tbk,JIE XU,12.181.200,"1,51",A,ID
27-Feb-2026,NASI,WAHANA INTI MAKMUR Tbk,SURYA NURPATRIA NUSA,10.292.100,"1,27",L,ID
27-Feb-2026,NASI,WAHANA INTI MAKMUR Tbk,JANG AGUNG HANDOKO,10.075.200,"1,25",L,ID
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,PT MERCURY STRATEGIC INDONESIA,2.150.000.000,"26,87",L,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,PT SUKSES MAKMUR JAYAPRATAMA,853.663.399,"10,67",L,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,COLUMBIA GLOBAL PARTNERS PTE LTD,393.638.048,"4,92",A,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,PT CIPTA DINAMIKA ANDALAN,383.730.900,"4,80",L,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,QUANTUM SUMMIT LIMITED,382.000.000,"4,77",A,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,PT SIMAS PRIMA MAKSIMA,375.000.000,"4,69",L,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,BLUE NOVA HOLDINGS LIMITED,375.000.000,"4,69",A,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,PT BATAVIA DANA MAXIMA,374.650.000,"4,68",L,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,PT BNP PESONA PRIMA,373.560.000,"4,67",L,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,ASIAWIDE ( H.K.) LIMITED,372.857.300,"4,66",A,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,PT SETIABUDI DANA PROTEKSI,372.294.000,"4,65",L,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,AEGON INVESTMENT PTE LTD,370.960.000,"4,64",A,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,WELLINGTON INVESTMENTS PTE.LTD,365.602.664,"4,57",A,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,PT. ALANA CIPTA SELARAS,146.238.400,"1,83",L,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,DRAGON LINK ENTERPRISES CORPORATION,123.589.700,"1,54",A,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,PT ARIMA KARYA PERSADA,112.418.788,"1,41",L,CP
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,ASURANSI SIMAS JIWA,100.054.550,"1,25",L,IS
27-Feb-2026,NATO,SURYA PERMATA ANDALAN Tbk,"ZED UTAMA PERSADA, PT",97.633.800,"1,22",L,CP
27-Feb-2026,NAYZ,HASSANA BOGA SEJAHTERA TBK,PT. Asia Intrainvesta,1.581.000.000,"62,00",L,CP
27-Feb-2026,NAYZ,HASSANA BOGA SEJAHTERA TBK,IRMAN,330.563.000,"12,96",L,ID
27-Feb-2026,NAYZ,HASSANA BOGA SEJAHTERA TBK,ADVANCE OPPORTUNITIES FUND,80.447.500,"3,15",A,MF
27-Feb-2026,NAYZ,HASSANA BOGA SEJAHTERA TBK,MUHAMMAD SARJONO,65.000.000,"2,55",L,ID
27-Feb-2026,NAYZ,HASSANA BOGA SEJAHTERA TBK,NABILA PUTRI SHARIVA SADAT,53.980.600,"2,12",L,ID
27-Feb-2026,NAYZ,HASSANA BOGA SEJAHTERA TBK,AHMAD RAFI ASHRAFUSADAT,47.319.706,"1,86",L,ID
27-Feb-2026,NAYZ,HASSANA BOGA SEJAHTERA TBK,ERIC HERMAWAN,31.315.700,"1,23",L,ID
27-Feb-2026,NCKL,TRIMEGAH BANGUN PERSADA Tbk,GLENCORE INTERNATIONAL INVESTMENTS LTD.,4.103.450.800,"6,50",A,OT
27-Feb-2026,NCKL,TRIMEGAH BANGUN PERSADA Tbk,HARITA JAYARAYA,1.996.500.000,"3,16",L,CP
27-Feb-2026,NCKL,TRIMEGAH BANGUN PERSADA Tbk,BANGKOK BANK PUBLIC COMPANY LIMITED,1.498.389.500,"2,37",A,IB
27-Feb-2026,NELY,PELAYARAN NELLY DWI PUTRI Tbk,"HASKOJAYA ABADI,PT",1.970.091.600,"83,83",L,CP
27-Feb-2026,NELY,PELAYARAN NELLY DWI PUTRI Tbk,NOAH SHIPPING PTE LTD,188.508.800,"8,02",A,CP
27-Feb-2026,NELY,PELAYARAN NELLY DWI PUTRI Tbk,WILLIAM GOMEZ,28.540.000,"1,21",L,ID
27-Feb-2026,NEST,ESTA INDONESIA Tbk,HOO ANTON SISWANTO,3.104.246.700,"75,48",L,ID
27-Feb-2026,NEST,ESTA INDONESIA Tbk,CITIBANK HONG KONG S/A PBG CLIENTS SG,206.000.000,"5,01",A,IB
27-Feb-2026,NEST,ESTA INDONESIA Tbk,XIAMEN YAN PALACE BIRD'S NEST INDUSTRY CO LTD,205.625.000,"5,00",A,CP
27-Feb-2026,NEST,ESTA INDONESIA Tbk,PT BUMI ABADI INDONESIA,150.125.000,"3,65",L,CP
27-Feb-2026,NEST,ESTA INDONESIA Tbk,PT. Tilsoft Solusindo Indonesia,82.525.000,"2,01",L,CP
27-Feb-2026,NEST,ESTA INDONESIA Tbk,CIELO SUKSES SEJAHTERA PT,70.845.700,"1,72",L,CP
27-Feb-2026,NEST,ESTA INDONESIA Tbk,CHEN WENBIAO,55.430.800,"1,35",A,ID
27-Feb-2026,NEST,ESTA INDONESIA Tbk,PT ARUNA JAYA INVESTAMA,50.000.000,"1,22",L,CP
27-Feb-2026,NETV,MDTV MEDIA TECHNOLOGIES Tbk,PT MD PICTURES TBK,33.109.887.166,"80,05",L,CP
27-Feb-2026,NETV,MDTV MEDIA TECHNOLOGIES Tbk,PT. KARYA MEDIA INVESTINDO,3.309.636.706,"8,00",L,CP
27-Feb-2026,NETV,MDTV MEDIA TECHNOLOGIES Tbk,PT TELADAN INVESTAMA,1.173.190.499,"2,84",L,CP
27-Feb-2026,NETV,MDTV MEDIA TECHNOLOGIES Tbk,SINERGI LINTAS MEDIA,1.084.087.994,"2,62",L,CP
27-Feb-2026,NETV,MDTV MEDIA TECHNOLOGIES Tbk,PT SEMANGAT BAMBU RUNCING,644.025.966,"1,56",L,CP
27-Feb-2026,NETV,MDTV MEDIA TECHNOLOGIES Tbk,PT PILAR JAYA INVESTAMA,417.595.791,"1,01",L,CP
27-Feb-2026,NFCX,NFC INDONESIA Tbk,PT. KRESNA ASSET MANAGEMENT S/A PT. M CASH INTEGRASI TBK,341.953.100,"51,29",L,CP
27-Feb-2026,NFCX,NFC INDONESIA Tbk,PT. 1 INTI DOT COM,78.978.300,"11,85",L,CP
27-Feb-2026,NFCX,NFC INDONESIA Tbk,BANK OF SINGAPORE LIMITED,40.290.920,"6,04",A,IB
27-Feb-2026,NFCX,NFC INDONESIA Tbk,SANNY NANANG,23.930.000,"3,59",L,ID
27-Feb-2026,NFCX,NFC INDONESIA Tbk,PT KARYA KARUNIA PERSADA,16.706.200,"2,51",L,CP
27-Feb-2026,NFCX,NFC INDONESIA Tbk,PT. MANDIRI TERANG HARAPAN,14.475.900,"2,17",L,CP
27-Feb-2026,NFCX,NFC INDONESIA Tbk,RUSTIYAN OEN,11.393.700,"1,71",L,ID
27-Feb-2026,NFCX,NFC INDONESIA Tbk,NINIK KUSUMOWATI TJAHJONO,10.347.600,"1,55",L,ID
27-Feb-2026,NFCX,NFC INDONESIA Tbk,PT KEJORA DIGITAL INVESTAMA,9.832.200,"1,47",L,CP
27-Feb-2026,NFCX,NFC INDONESIA Tbk,ISENTA HIOE,8.823.800,"1,32",L,ID
27-Feb-2026,NFCX,NFC INDONESIA Tbk,PT SOTERIA WICAKSANA INVESTAMA,8.279.700,"1,24",L,CP
27-Feb-2026,NFCX,NFC INDONESIA Tbk,PT GRIYA INSANI CAKRA SADAYA,6.830.000,"1,02",L,CP
27-Feb-2026,NICE,ADHI KARTIKO PRATAMA Tbk,"ENERGY BATTERY INDONESIA, PT",4.231.395.615,"69,57",L,CP
27-Feb-2026,NICE,ADHI KARTIKO PRATAMA Tbk,SUNGAI MAS MINERALS PT,634.220.385,"10,43",L,CP
27-Feb-2026,NICE,ADHI KARTIKO PRATAMA Tbk,PT INDO TAMBANGRAYA MEGAH TBK,585.000.000,"9,62",L,CP
27-Feb-2026,NICE,ADHI KARTIKO PRATAMA Tbk,PT CELEBES MINERAL SEJAHTERA,286.087.300,"4,70",L,CP
27-Feb-2026,NICE,ADHI KARTIKO PRATAMA Tbk,PT DELTA EMAS FORTUNA,98.011.500,"1,61",L,CP
27-Feb-2026,NICK,CHARNIC CAPITAL Tbk,PT. INDOVEST CENTRAL,375.088.800,"57,60",L,CP
27-Feb-2026,NICK,CHARNIC CAPITAL Tbk,PT. OKANSA INDONESIA,113.164.000,"17,38",L,CP
27-Feb-2026,NICK,CHARNIC CAPITAL Tbk,BOOM SECURITIES (H.K.) LIMITED,32.354.300,"4,97",A,SC
27-Feb-2026,NICK,CHARNIC CAPITAL Tbk,BANK JULIUS BAER AND CO. LTD. HONG KONG,31.500.000,"4,84",A,IB
27-Feb-2026,NICK,CHARNIC CAPITAL Tbk,Phillip Securities (Hong Kong) Limited,28.299.400,"4,35",A,SC
27-Feb-2026,NICK,CHARNIC CAPITAL Tbk,FREDDY SANTOSO,22.105.000,"3,39",L,ID
27-Feb-2026,NICK,CHARNIC CAPITAL Tbk,PT OKANSA FUJI SHOSHA,19.569.300,"3,01",L,CP
27-Feb-2026,NICK,CHARNIC CAPITAL Tbk,PT. PROSPERINDO UTAMA,10.738.400,"1,65",L,CP
27-Feb-2026,NICK,CHARNIC CAPITAL Tbk,ARIOSTA,8.504.500,"1,31",L,ID
27-Feb-2026,NICL,PAM MINERAL Tbk,"Pam Metalindo, PT",4.597.500.000,"43,23",L,CP
27-Feb-2026,NICL,PAM MINERAL Tbk,PT ARTHA PERDANA INVESTAMA,3.065.000.000,"28,82",,
27-Feb-2026,NICL,PAM MINERAL Tbk,VERONICA PUDJIATI LIAS,373.405.700,"3,51",L,ID
27-Feb-2026,NICL,PAM MINERAL Tbk,DIANITA,361.045.100,"3,39",L,ID
27-Feb-2026,NICL,PAM MINERAL Tbk,ROBBY WIDJAJA,317.861.100,"2,99",L,ID
27-Feb-2026,NICL,PAM MINERAL Tbk,SANSAN,181.532.200,"1,71",L,ID
27-Feb-2026,NICL,PAM MINERAL Tbk,DYAH CITRA IMI,171.313.100,"1,61",L,ID
27-Feb-2026,NICL,PAM MINERAL Tbk,LEONARDUS SUTARMAN,144.566.100,"1,36",L,ID
27-Feb-2026,NIKL,PELAT TIMAH NUSANTARA Tbk,NIPPON STEEL CORPORATION,883.172.500,"35,00",A,CP
27-Feb-2026,NIKL,PELAT TIMAH NUSANTARA Tbk,KRAKATAU STEEL (PERSERO) TBK PT.,507.476.250,"20,11",L,CP
27-Feb-2026,NIKL,PELAT TIMAH NUSANTARA Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,260.152.600,"10,31",L,IS
27-Feb-2026,NIKL,PELAT TIMAH NUSANTARA Tbk,"MITSUI + CO., LTD.",252.335.000,"10,00",A,CP
27-Feb-2026,NIKL,PELAT TIMAH NUSANTARA Tbk,NIPPON STEEL TRADING CORPORATION,126.167.500,"5,00",A,CP
27-Feb-2026,NIKL,PELAT TIMAH NUSANTARA Tbk,NOMURA SINGAPORE LIMITED S/A METAL ONE CORPORATION,126.167.500,"5,00",A,CP
27-Feb-2026,NIKL,PELAT TIMAH NUSANTARA Tbk,Reksa Dana Pan Arcadia Dana Saham Bertumbuh,35.988.800,"1,43",L,MF
27-Feb-2026,NIKL,PELAT TIMAH NUSANTARA Tbk,REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,34.582.500,"1,37",L,MF
27-Feb-2026,NINE,TECHNO9 INDONESIA Tbk,POH HOLDINGS PTE LTD,773.352.631,"35,85",A,CP
27-Feb-2026,NINE,TECHNO9 INDONESIA Tbk,DJONI,110.000.000,"5,10",L,ID
27-Feb-2026,NINE,TECHNO9 INDONESIA Tbk,HEDDY KANDOU,60.002.063,"2,78",L,ID
27-Feb-2026,NINE,TECHNO9 INDONESIA Tbk,OEN KIAN SOE SIDIK OENTUNG,32.082.700,"1,49",L,ID
27-Feb-2026,NINE,TECHNO9 INDONESIA Tbk,EDDY SUSANTO,27.916.400,"1,29",L,ID
27-Feb-2026,NIRO,CITY RETAIL DEVELOPMENTS Tbk,PT MEGA INTI PERDANA UTAMA,16.703.543.680,"75,25",L,CP
27-Feb-2026,NIRO,CITY RETAIL DEVELOPMENTS Tbk,"CAPITAL LIFE INDONESIA, PT",1.081.400.000,"4,87",L,IS
27-Feb-2026,NIRO,CITY RETAIL DEVELOPMENTS Tbk,"BHINNEKA LIFE INDONESIA, PT",681.000.000,"3,07",L,IS
27-Feb-2026,NIRO,CITY RETAIL DEVELOPMENTS Tbk,REKSA DANA SUCORINVEST EQUITY PRIMA FUND,540.414.200,"2,43",L,MF
27-Feb-2026,NIRO,CITY RETAIL DEVELOPMENTS Tbk,REKSA DANA SUCORINVEST EQUITY FUND,393.886.400,"1,77",L,MF
27-Feb-2026,NIRO,CITY RETAIL DEVELOPMENTS Tbk,REKSA DANA CAPITAL EQUITY FUND,348.263.800,"1,57",L,MF
27-Feb-2026,NIRO,CITY RETAIL DEVELOPMENTS Tbk,REKSA DANA CAPITAL BALANCED FUND,250.500.000,"1,13",L,MF
